08.45,02.53
02.89,02.64
12.13,05.49
08.77,06.47
07.19,06.69
05.25,06.26
13.43,08.41
12.34,09.59
11.19,10.07
02.61,07.83
12.88,09.34
10.65,09.74
07.70,09.12
04.55,07.75
00.22,05.49
01.37,04.25
05.46,04.62
02.20,03.89
02.48,03.47
14.82,06.87
06.68,06.82
01.78,05.30
00.07,03.73
00.13,02.65
05.66,03.55
07.97,04.88
08.56,05.98
09.02,06.89
09.10,07.56
02.49,06.03
09.94,07.21
06.76,07.07
05.28,06.53
00.85,04.83
09.11,06.11
11.74,07.80
12.03,09.07
07.79,08.69
04.52,07.44
13.13,09.15
10.90,09.67
14.33,11.07
13.88,11.91
08.09,10.76
02.13,08.17
06.93,07.80
03.52,06.52
12.93,08.44
03.14,06.85
11.69,08.30
12.65,09.60
14.95,11.21
14.99,12.34
09.17,11.39
05.88,09.74
03.99,08.01
04.45,06.94
12.60,08.64
00.35,06.15
05.63,06.00
01.38,04.61
10.15,06.27
00.84,04.64
00.13,03.29
13.78,06.43
04.13,05.74
04.09,05.25
08.81,06.32
10.36,07.53
12.56,09.04
10.89,09.59
07.27,08.90
03.08,07.15
11.15,08.35
07.02,07.95
06.86,07.62
14.23,09.61
11.16,10.07
01.62,07.54
08.98,07.97
05.77,07.31
11.02,08.42
09.13,08.63
08.58,08.62
05.42,07.66
02.27,06.04
03.37,05.24
06.37,05.58
12.04,07.52
07.75,07.59
14.84,09.76
11.27,10.21
05.18,08.70
02.53,06.85
09.85,07.75
07.37,07.64
00.95,05.63
10.49,07.09
07.57,07.23
02.21,05.72
14.24,08.28
02.12,06.43
13.57,08.57
10.39,09.12
04.54,07.74
06.39,07.34
01.05,05.45
14.49,08.16
10.24,08.79
02.29,06.84
13.15,08.73
12.32,09.81
08.73,09.48
02.87,07.50
02.66,06.05
12.25,07.91
07.12,07.67
02.33,06.07
07.55,06.51
10.98,07.85
06.08,07.32
04.19,06.38
08.53,07.02
10.23,07.98
11.33,08.99
10.82,09.54
07.12,08.81
01.84,06.72
05.51,06.36
12.52,08.21
00.52,05.90
07.75,06.45
09.94,07.50
06.39,07.17
01.57,05.49
14.24,08.11
13.82,09.82
08.24,09.35
05.18,08.10
07.07,07.79
05.62,07.14
12.70,08.81
04.75,07.59
06.84,07.36
04.07,06.37
14.74,08.88
04.46,07.56
11.08,08.61
08.50,08.58
02.93,06.89
11.41,08.24
12.59,09.55
05.96,08.47
07.51,08.18
13.35,09.73
00.41,06.93
14.91,09.33
08.58,09.10
00.75,06.60
07.96,07.01
02.91,05.78
12.64,07.84
09.40,08.30
09.86,08.77
02.96,07.03
12.63,08.71
01.84,06.65
01.64,05.15
11.14,06.94
04.71,06.27
14.11,08.62
04.29,07.32
05.04,06.64
02.10,05.27
10.99,06.99
12.51,08.65
10.61,09.24
09.00,09.16
11.20,09.78
03.79,07.98
02.16,06.23
00.02,04.37
00.91,03.33
12.09,05.96
12.78,08.01
03.15,06.55
01.73,05.10
08.29,06.06
00.21,04.30
01.70,03.52
06.81,04.51
11.28,06.54
10.29,07.66
08.15,07.81
01.10,05.80
06.55,06.02
03.02,05.12
10.44,06.72
04.35,06.01
06.55,06.17
03.48,05.36
08.66,06.35
07.98,06.84
09.43,07.62
02.40,06.05
07.56,06.50
14.44,08.88
10.43,09.35
13.87,10.70
02.84,08.34
05.03,07.35
02.67,05.95
14.92,08.64
06.86,08.10
14.97,10.16
01.46,07.55
09.37,08.10
01.41,06.09
06.56,06.23
13.97,08.55
00.72,06.20
13.41,08.37
04.35,07.16
03.40,06.03
11.53,07.68
06.16,07.22
03.02,05.96
09.42,07.00
09.06,07.62
06.77,07.36
06.99,07.25
08.96,07.76
09.52,08.29
12.82,09.65
12.43,10.48
09.37,10.15
10.81,10.34
08.48,09.78
05.62,08.54
02.76,06.80
11.06,08.08
08.32,08.15
13.57,09.78
03.64,07.94
02.83,06.40
09.07,07.20
10.47,08.18
08.76,08.36
05.26,07.43
07.41,07.42
01.20,05.56
11.11,07.22
09.18,07.81
09.30,08.25
10.36,08.89
12.06,09.84
02.23,07.56
08.64,07.88
13.01,09.42
13.67,10.69
09.22,10.25
10.91,10.45
00.64,07.51
10.01,08.26
14.64,10.17
04.72,08.54
08.53,08.53
04.58,07.35
02.60,05.92
01.62,04.63
13.03,07.15
12.76,08.84
11.16,09.53
02.32,07.37
04.90,06.63
01.19,04.99
01.14,03.84
09.61,05.57
12.30,07.59
08.17,07.76
06.72,07.45
06.13,07.05
04.48,06.28
06.98,06.49
07.51,06.80
02.28,05.44
04.84,05.26
11.06,07.00
04.70,06.31
12.40,08.14
14.38,10.01
13.10,10.93
10.87,10.91
04.50,08.99
14.15,10.54
01.90,07.95
00.98,05.86
11.77,07.63
07.86,07.70
09.14,08.13
14.34,09.99
01.08,07.32
13.13,09.06
09.80,09.28
04.83,07.95
01.57,06.03
07.57,06.49
03.40,05.56
04.35,05.20
13.79,07.78
08.26,07.92
09.94,08.53
01.71,06.48
07.38,06.75
05.68,06.43
07.45,06.74
11.90,08.28
07.63,08.09
05.73,07.38
10.32,08.26
07.98,08.18
09.09,08.45
05.92,07.69
00.08,05.41
10.61,06.97
01.50,05.33
09.34,06.53
12.94,08.45
07.37,08.13
11.21,09.05
07.45,08.57
05.70,07.71
11.78,08.93
08.29,08.74
05.35,07.72
14.33,09.70
09.46,09.63
02.64,07.53
05.61,06.95
01.97,05.46
11.14,07.16
14.27,09.30
09.17,09.26
00.41,06.60
04.94,06.11
00.83,04.52
09.58,06.04
01.97,04.82
12.70,07.18
12.96,08.92
08.95,08.92
10.82,09.49
12.80,10.49
00.22,07.40
01.89,05.75
10.61,07.21
09.25,07.82
03.26,06.45
00.98,04.81
02.53,04.13
09.36,05.70
05.11,05.52
04.79,05.30
05.51,05.36
09.91,06.73
12.03,08.32
12.10,09.45
07.89,08.98
09.16,09.04
11.97,09.91
13.50,10.99
02.17,08.34
09.45,08.67
06.03,07.88
03.80,06.66
02.04,05.27
12.82,07.54
00.99,05.57
06.41,05.82
08.60,06.66
04.53,06.02
08.22,06.68
03.38,05.69
04.67,05.38
01.65,04.26
12.12,06.62
02.02,05.24
04.26,04.94
11.82,07.00
13.42,08.93
11.84,09.80
11.15,10.21
09.22,09.91
05.41,08.56
12.84,09.85
03.42,07.92
12.95,09.43
03.44,07.63
03.74,06.46
08.13,06.96
14.77,09.30
00.80,06.75
01.22,05.09
07.87,05.92
06.40,06.07
01.42,04.67
03.88,04.43
13.37,07.11
03.49,06.02
02.19,04.87
01.87,03.97
13.97,06.97
01.20,05.24
00.70,03.88
00.88,02.98
05.04,03.59
13.72,06.63
05.97,06.43
06.49,06.45
14.19,08.77
12.55,09.90
08.01,09.33
12.63,10.32
10.40,10.34
05.96,09.03
03.88,07.48
00.06,05.26
07.88,06.04
14.32,08.52
05.98,07.76
03.61,06.51
08.78,07.19
03.82,06.18
10.26,07.40
14.17,09.43
06.53,08.56
13.35,10.00
00.10,07.03
14.11,09.15
09.02,09.11
11.79,09.91
08.65,09.53
02.13,07.31
03.33,06.12
05.74,06.00
00.06,04.22
06.26,04.83
01.23,03.75
09.89,05.59
12.82,07.76
00.97,05.72
12.16,07.65
09.93,08.33
10.37,08.94
12.04,09.87
07.95,09.29
10.28,09.59
02.14,07.35
10.34,08.25
10.91,09.05
11.66,09.83
00.46,07.02
13.03,08.82
09.66,09.07
10.59,09.53
01.28,07.05
08.27,07.42
14.21,09.46
00.88,06.88
04.12,06.05
02.17,04.89
14.72,07.84
09.29,08.27
04.38,07.11
13.83,09.12
05.51,08.04
10.41,08.75
03.27,07.11
02.33,05.67
03.60,05.05
07.82,05.88
13.53,08.18
01.59,06.20
13.53,08.40
06.62,07.87
01.20,05.86
11.73,07.62
02.57,06.11
14.61,08.66
11.63,09.55
13.05,10.60
03.15,08.37
06.84,07.91
00.05,05.55
11.25,07.26
01.71,05.59
06.07,05.74
04.66,05.41
14.88,08.25
00.57,05.95
03.78,05.30
02.83,04.56
03.71,04.30
02.30,03.70
09.30,05.38
13.28,07.75
14.08,09.65
02.93,07.63
11.69,08.85
09.68,09.10
09.85,09.32
13.63,10.61
06.83,09.48
13.81,10.78
09.96,10.53
02.26,08.05
09.54,08.50
08.54,08.51
06.33,07.85
14.14,09.74
08.10,09.25
08.67,09.07
08.04,08.76
03.82,07.28
05.95,06.88
05.25,06.39
00.54,04.64
11.92,06.82
02.94,05.66
01.05,04.28
05.84,04.74
08.86,05.98
01.06,04.50
02.96,04.04
02.33,03.53
09.66,05.37
06.81,05.80
09.06,06.78
10.46,07.88
06.61,07.50
10.26,08.33
05.94,07.61
12.53,09.09
08.88,09.02
02.99,07.21
14.24,09.32
13.14,10.46
05.87,09.09
14.81,10.80
02.77,08.39
13.43,09.90
08.61,09.52
06.63,08.65
09.41,08.88
10.62,09.40
00.74,06.80
04.28,06.04
03.90,05.40
06.11,05.61
13.42,07.96
10.65,08.76
10.92,09.41
13.44,10.62
05.90,09.20
05.96,08.23
13.55,09.82
04.62,08.26
05.82,07.53
08.55,07.84
05.30,07.07
11.00,08.25
11.18,09.13
11.04,09.70
11.09,10.12
02.08,07.71
03.00,06.29
04.08,05.63
10.20,07.00
13.66,09.00
05.51,07.95
07.76,07.89
01.64,06.02
13.61,08.29
03.04,06.72
07.76,07.03
09.82,07.87
06.57,07.48
10.31,08.33
01.35,06.23
01.19,04.72
01.13,03.64
00.41,02.67
05.32,03.47
04.60,03.81
10.45,05.80
02.14,04.70
05.92,05.07
01.01,03.85
10.13,05.73
10.87,07.27
02.98,05.98
10.41,07.31
09.23,07.89
09.82,08.46
08.15,08.37
01.47,06.30
08.18,06.86
00.74,05.03
14.61,07.90
06.96,07.62
14.54,09.70
10.91,10.06
07.96,09.43
10.19,09.66
10.39,09.88
05.58,08.59
05.82,07.76
00.74,05.65
12.14,07.60
02.54,06.08
00.91,04.53
04.65,04.57
11.76,06.72
03.18,05.66
04.82,05.41
07.26,05.97
00.13,04.22
06.59,04.93
07.61,05.73
09.08,06.74
11.37,08.13
06.01,07.49
05.24,06.82
12.63,08.56
14.13,10.23
09.34,09.97
14.95,11.46
00.80,08.26
08.44,08.31
12.95,09.70
05.80,08.53
04.59,07.35
04.26,06.42
00.40,04.61
09.18,05.98
05.86,05.95
00.27,04.25
00.46,03.11
06.83,04.23
12.86,06.82
14.05,08.99
06.02,08.10
10.90,08.94
09.17,09.01
12.12,09.94
13.13,10.90
08.73,10.25
08.92,09.85
01.18,07.25
11.89,08.64
06.93,08.13
08.85,08.34
08.84,08.49
08.53,08.50
12.24,09.62
10.09,09.76
05.15,08.38
00.15,05.91
04.00,05.34
05.12,05.27
03.48,04.73
11.56,06.78
05.57,06.42
13.04,08.40
01.75,06.41
10.88,07.75
09.43,08.25
13.40,09.80
02.74,07.68
08.03,07.78
13.53,09.51
11.70,10.16
14.47,11.46
02.96,08.91
13.52,10.29
